stencil,orientation,invoice_number,cone_size,number_of_lines,misc_info,date_of_inventory,silkscreen,warehouse
SPECTRUM LAYOUT,HRZ,HO5484,"28""",,2 Replacements ordered 08/11/25,2017-10-26,,TX
SNF LAYOUT,HRZ,TS24622,"28""",,ORDERED AS SILKSCREEN,2018-02-07,,TX
SPIRIT LAYOUT,HRZ,TS24666,"28""",,ORDERED AS SILKSCREEN,2018-02-14,,TX
S3 STAR LAYOUT,HRZ,TS24903,"28""",,ORDERED AS SILKSCREEN,2018-03-08,,TX
STANDARD CONST. ROAD LOGO LAYOUT,HRZ,TS24824,"28""",,ORDERED AS SILKSCREEN,2018-03-13,,TX
SCOTT LOGO,,135821,"36""",,ORDERED AS SILKSCREEN,2021-03-09,,TX
STAY SAFE LOGO,,133775,"18""",,ORDERED AS SILKSCREEN,2021-01-20,,TX
SOUTH WALTON FLORIDA LOGO,,128445,"28""",,ORDERED AS SILKSCREEN,2020-08-31,,TX
SOUTHERN SITE LOGO,,128853,"28"" SLIM",,ORDERED AS SILKSCREEN,2020-08-18,,TX
SWAN PLUMBING LOGO,,128991,"28""",,ORDERED AS SILKSCREEN,2020-08-21,,TX
SLU SOCCER SHIELD LOGO,,130048,"18""&28""",,1 SCREEN TO FIT BOTH,2020-09-21,,TX
SITE BARRICADE,HRZ,106906,"28""",,ORDERED AS SILKSCREEN,2019-01-21,,TX
SKULL LOGO,,126162,"28""",,ORDERED AS SILKSCREEN,2020-06-11,,TX
SWEP CARTHAGE WATER & ELECTRIC PLANT,,126260,"18""",,ORDERED AS SILKSCREEN,2020-06-15,,TX
SWEP CARTHAGE WATER & ELECTRIC PLANT,,126260,"28""",,ORDERED AS SILKSCREEN,2020-06-15,,TX
STATEWIDE SAFETY SYSTEMS,,,,,ORDERED AS SILKSCREEN,2020-02-27,,TX
SOUTHERN SITE CONTRACTORS LOGO,,118589,"28"" SLIM",,ORDERED AS SILKSCREEN,2019-11-08,,TX
SMITH LAWN MANAGEMENT L/O,HRZ,102904,"28""",,ORDERED AS SILKSCREEN,2018-09-12,,TX
STS,HRZ,148463-64-65,"36""",,Replacment screen due to damage,2022-04-18,,TX
SE,HRZ,150001,"28""",,,2022-05-24,,TX
STANANDER TOWER LOGO,HRZ,152116,"28""",,ORDERED AS SILKSCREEN,2022-08-09,,TX
SDI HEARTLAND,VER,152403,A-TOP,,,2022-08-17,,TX
Southwest Christian school eagle logo,HRZ,152575,"28"" NB",,,2022-08-26,,TX
SARASOTA POLICE DEPARTMENT,HRZ,153822,"18""",3 LINE,,2022-10-12,,TX
SUMMIT FIRE DEPT,HRZ,154291,"18""",3 LINE,,2022-11-01,,TX
S C C,VER,155829,"26""",,,2022-01-12,,TX
SP+,VER,156147,A-TOP,,,2023-01-26,,TX
STC logo,HRZ,156299,"36""",,,2023-02-02,,TX
STC logo,HRZ,157940,"28"" SLIM",,"36"" screen will not work on 28"" slim new screen ordered",2023-03-29,,TX
SDLEA,VER,160606,"18""",,,2023-06-15,,TX
SDLEA,VER,160606,"28"" No Collar",,,2023-06-15,,TX
SDLEA,VER,160606,"36""",,,2023-06-15,,TX
SCS,VER,161121,D-Top,,,2023-06-30,,TX
SFS,HRZ,161760,"36""",,ORDERED AS SILKSCREEN,2023-07-24,,TX
SDG&E,HRZ,162045,"28""",,CONVERTED TO SILK SCREEN 07/19/24,2023-08-03,,TX
SCI MOTORSPORTS logo,HRZ,162820,"28"" BLK",,ORDERED AS SILKSCREEN,2023-08-24,,TX
SUPERIOR logo,HRZ,164703,"36""",,,2023-10-25,,TX
SUNRISE POLIC ARENA,HRZ,164844,"36""",,ORDERED AS SILKSCREEN,2023-10-27,,TX
SB 75 YEARS,HRZ,165136,"28""",,,2028-11-07,,TX
SP+,VER,165160,A-TOP,,,2023-08-23,,TX
SQUAN,HRZ,165758,"36""",,,2023-12-05,,TX
SAN ANGELO JET,VER,166100,A-TOP,,OES Font,2023-12-18,,TX
STREETS DEPT,HRZ,166290,"28"" SLIM",2 LINE,Per warehouse manager stencil no silk screen,2024-01-03,,TX
SSI,VER,167206,"18"" No collar",,Transfer file from Ca warehouse,2024-02-01,,TX
SDPW,VER,167288,"36""",,,2024-02-05,,TX
SSI,VER,167627,A-TOP,,OES Font,2024-02-16,,TX
SVE,HRZ,169091,"28"" SLIM",,,2024-04-01,,TX
SOUTHERN BOTANICA,HRZ,171807,"28""",,OES stencil font,2024-06-20,,TX
SWISSPORT,VER,172175,A-TOP,,OES Font,2024-07-01,,TX
SAFETY SIGNS 952-469-6700,HRZ,172430,"28"" SLIM",3 LINE,TRANSFER FROM NJ,2024-07-10,,TX
SRSi SECURITY ROOFING SYSTEMS INC (logo),HRZ,172957,"36"" Black",,ORDERED AS SILKSCREEN,2024-07-29,,TX
S.M.,HRZ,172972,"28"" SLIM",,,2024-07-29,,TX
SOUTH DISTRICT,HRZ,173683,"18""",2 LINE,,2024-08-16,,TX
SOUTH DISTRICT,HRZ,173683,"28""",2 LINE,,2024-08-16,,TX
SWFO,HRZ,173915,"28""",,ORDERED AS SILKSCREEN,2024-08-23,,TX
Signal Safety Services logo,HRZ,174029,"36""",,ORDERED AS SILKSCREEN,2024-08-28,,TX
SDOT SIGNS AND MARKINGS,HRZ,174379,"28"" SLIM",4 LINE,TRANSFERRED FROM CA PER C/S,2024-09-09,,TX
SEAPORT CRUISE OPERATIONS,HRZ,175799,"36""",3 LINE,ORDERED AS SILKSCREEN OES font,2024-10-21,,TX
SCG,VER,176263,"18"" With Collar",,,2024-11-01,,TX
SGI ECOPARK,HRZ,177381,"36""",2 LINE,ORDERED AS SILKSCREEN,2024-12-12,,TX
SP+ METROPOLIS,VER,177957,A-TOP,,OES font,2025-01-13,,TX
STONEGATE CHRCH logo,HRZ,179718,"28""",,"To goth with "" ENJOY JESUS silk screen",2025-03-10,,TX
SPRINGFIELD POLICE TRAINING,HRZ,180758,"18"" No collar",3 LINE,OES font,2025-04-04,,TX
Supreme,HRZ,180964,"28""",,ORDERED AS SILKSCREEN,2025-04-10,,TX
STREETS,VER,181908,"36""",,,2025-05-05,,TX
StreetwiSe logo,HRZ,400165,"28""",,Ordered for samples,2025-06-02,,TX
STORMWATER,HRZ,400234,"28"" SLIM",,Redesigned wrong info from customer 8/19/25,2025-07-18,,TX
SOUTHERN BOTANICAL DESIGN BUILD,HRZ,400269,"28""",,OES font,2025-07-23,,TX
SOUTHERN BOTANICAL DALLAS COM,HRZ,400269,"28""",,OES font,2025-07-23,,TX
SOUTHERN BOTANICAL CAR COMM,HRZ,400269,"28""",,OES font,2025-07-23,,TX
SOUTHERN BOTANICAL DALLAS RES,HRZ,400269,"28""",,OES font,2025-07-23,,TX
SOUTHERN BOTANICAL FT WORTH COMM,HRZ,400269,"28""",,OES font,2025-07-23,,TX
SAND RIDGE HOME SUPPLY + DESIGN,HRZ,400270,"28""",,ORDERED AS SILKSCREEN,2025-07-24,,TX
SURFSIDE POLICE,HRZ,400477,"36""",,ORDERED AS SILKSCREEN OES FONT,2025-08-18,,TX
SOUTHERN BOTANICAL TREE CARE,HRZ,400495,"28""",,OES Font,2025-08-19,,TX
TE,HRZ,,,,CONVERTED TO SILKSCREEN 9/12/19 116187,,,TX
TML-IRP,HRZ,,,,,,,TX
TPW/SSD,HRZ,,,,,,,TX
TRAFFIC SIGNS,HRZ,,,,,,,TX
TETRA,VER,,,,,,,TX
TXDOT,VER,,,,,,,TX
TRAFFICADE,VER,,,,,,,TX
TX-0901,HRZ,,,,,,,TX
TX-0902,HRZ,,,,,,,TX
TVGP,VER,S775,,,,,,TX
TRAFFIC,VER,S7793,,,,,,TX
TX-0912,VER,,,,,,,TX
TWM-FLOOD CONTROL,HRZ,S8952,,,,,,TX
TX-1017,HRZ,,,,,2010-09-10,,TX
TX-1011,HRZ,,,,,2010-09-13,,TX
TXDOT,VER,,,,REPLACEMENT,2010-09-02,,TX
TRAFFIC DEPT,HRZ,S9658,,,,2010-10-08,,TX
TDOT,VER,S9870,,,,2010-12-17,,TX
TSB,HRZ,S10641,,,"1.5"" LETTERS",2011-06-30,,TX
TDOT,VER,S10902,"18""",,,2011-09-30,,TX
TRAFFIC DEPT,HRZ,S11023,"18""",,,2011-10-11,,TX
TOWNSEND,HRZ,S11098,"36""",,,2011-11-02,,TX
TWT PARKS,VER,S11305,"28""",,,2012-01-12,,TX
TWWD,VER,S11374,"28""",,,2012-02-01,,TX
TEC,HRZ,S11682,,,,2012-04-18,,TX
TPW-845,HRZ,S12000,,New file sent 8/13/2,,2012-07-17,,TX
TDOT,VER,S12093,"36""",,,2012-08-09,,TX
TMS,HRZ,S12096,"18""",,M,2012-08-09,,TX
TDOT,VER,S12312,"18""",,,2012-09-27,,TX
TWWD,HRZ,S12525,,,,2012-11-15,,TX
TX-1241,HRZ,TXDOT,,,,2012-12-19,,TX
TX-1240,HRZ,TXDOT,,,,2012-12-19,,TX
TCPR,HRZ,S13136,,,,2013-04-17,,TX
TERRACON,HRZ,S13252,"28""",,CONVERTED TO SILKSCREEN 9/18/19 116535,2013-05-13,,TX
TXR,HRZ,S13733,,,,2013-08-15,,TX
TWL,HRZ,S14288,,,,2013-12-03,,TX
TRAFFICADE,VER,S14305,,,,2013-12-06,,TX
TWM,VER,S14537,,,,2014-02-05,,TX
TX-1432,HRZ,,,,,2014-09-15,,TX
TX-1433,HRZ,,,,,2014-09-15,,TX
TX-1434,HRZ,,,,,2014-09-15,,TX
TX-1435,HRZ,,,,,2014-09-15,,TX
TX-1436,HRZ,,,,,2014-09-15,,TX
TX-1437,HRZ,,,,,2014-09-15,,TX
TX-1438,HRZ,,,,,2014-09-15,,TX
TX-1439,HRZ,,,,,2014-09-15,,TX
TX-1440,HRZ,,,,,2014-09-15,,TX
TX-1441,HRZ,,,,,2014-09-15,,TX
TX-1442,HRZ,,,,,2014-09-15,,TX
TIC,HRZ,,,,,2014-10-01,,TX
TCSOCP,HRZ,,,,,2014-11-18,,TX
THM,HRZ,S16508,"18"" & 28""",,"SLIM CONE (28"" ONLY)",2014-01-22,,TX
TXDPS,HRZ,S17078,,,,2015-04-27,,TX
TEEX,HRZ,S17301,,,,2015-06-02,,TX
T.O.P.C. WATER DEPT.,HRZ,S18641,"28""",2-LINE,,2016-02-01,,TX
TEAM FISHEL,HRZ,S18757,"28""",2-LINE,,2016-02-24,,TX
TLC,HRZ,S19286,"18""",,,2016-05-05,,TX
TPW-100,HRZ,S19394,"36""",,,2016-05-23,,TX
TTX,HRZ,S19911,"28"" & 36""",,,2016-07-27,,TX
TLC,HRZ,S20185,"28""",,"SLIM CONE- 2.5"" LETTERS",2016-09-13,,TX
TPW 200,HRZ,S20728,"28""",2-LINE,,2016-11-28,,TX
TKO,HRZ,S20902,"28""",,SLIM CONE,2017-01-04,,TX
THEATER DISTRICT PARKING + LOGO,HRZ,S20907,"28""",,,2017-01-05,,TX
TSS,HRZ,S22038,"28""",,SLIM CONE,2017-05-15,,TX
TURNER 360,HRZ,S22210,"18""",2-LINE,,2017-06-02,,TX
TLC,HRZ,S22872,"28""",,SLIM CONE,2017-08-14,,TX
TRAFFIC PRO,HRZ,S23046,,,TRANSFER FROM NJ/ CONVERTED TO SILKSCREEN 6/19/19 112885,2017-09-06,,TX
TWM,HRZ,S23095,"28""",,,2017-09-07,,TX
TDMC,VER,S24767,"28""",,SLIM CONE,2018-02-21,,TX
TPD,HRZ,S24976,"18"" & 28""",,1 STENCIL FITS BOTH SIZES,2018-03-13,,TX
TOSP W/S,VER,S25622,"28""",,,2018-05-03,,TX
TAC,VER,S26190,"36""",,,2018-06-20,,TX
TRULY NOLAN,HRZ,100359,"28""",2-LINE,,2018-07-05,,TX
TWT,HRZ,103103,"28""",,,2018-09-18,,TX
TRUSSVILLE GAS & WATER,VER,104773,"36""",3-LINE,,2018-11-02,,TX
TCSO/CP,HRZ,106409,"28"" SLIM",,,2019-01-03,,TX
thd security,VER,106707,"36""",,,2019-01-10,,TX
TPWSW,HRZ,107813,"28""",,,2019-02-13,,TX
TALLIS 480-557-6100,HRZ,108728,"28""",2-LINE,ORDERED AS SILKSCREEN,2019-03-14,,TX
TMS,VER,109244,NTOP,,,2019-03-25,,TX
TDMC,VER,110313,"28"" SLIM",,REMADE RESENT,2019-04-17,,TX
THE STAR,HRZ,111535,"28""",Replaced 01/30/23,CONVERTED TO SILKSCREEN,2019-05-15,,TX
TRINITY PAVING,HRZ,114764,"28"" 2 LINE",,,2019-08-07,,TX
TP/W 300,HRZ,116032,"28""",2 LINE,CONVERTED TO SILKSCREEN 3/13/30 122849,2019-09-06,,TX
TCFD,HRZ,116366,"18""",,,2019-09-13,,TX
T O F,HRZ,116462,"28""",,,2019-09-17,,TX
TEXAN SERVICES GROUP,HRZ,117730,"28""",3 LINE,,2019-10-17,,TX
T.O.H.,HRZ,121277,"28""",,,2020-02-04,,TX
TPD SMART,HRZ,121933,"18""",2 LINE,,2020-02-20,,TX
TRANSCOR I-595,HRZ,123221,"36""",2 LINE,,2020-03-24,,TX
TRAINING,HRZ,124298,"28""",,TRANSFER FROM NJ TO TX,2020-04-27,,TX
TTC MOT,HRZ,128356,"36""",2 LINE,ORDERED AS SILKSCREEN,2020-08-05,,TX
TAC AIR,HRZ,131456,"18""",,,2020-10-27,,TX
TCS,HRZ,133849,"28""",,ORDERED AS SILKSCREEN,2021-01-13,,TX
TMS,HRZ,134688,"18""",,,2021-02-03,,TX
TCVV POLICE DEPARTMENT,HRZ,136946,"28""",3 LINE,,2021-03-29,,TX
THS BAND,HRZ,138205,"36""",2 LINE,,2021-04-23,,TX
TEEX,HRZ,139138,"18""",,,2021-05-17,,TX
TERRACON,HRZ,139676,"12""",,Resent file svg. 7/25/24,2021-05-28,,TX
TERRACON,HRZ,139676,"28""",,,2021-05-28,,TX
TEXAS TRAFFIC AND BARRICADE LOGO,HRZ,144957,"36""",,ORDERED AS SILKSCREEN,2021-11-09,,TX
TRAFFIC OPS,HRZ,141638,"36""",2 LINE,ORDERED AS SILKSCREEN,2021-07-28,,TX
TELSLA LOGO,,145667,"28""",,LOGO ONLY NO TEXT ordered as silk screen,2021-12-06,,TX
TIME WARNER CABLE,HRZ,S10803,,,ORDERED AS SILKSCREEN,2011-08-23,,TX
TESLA logo only,HRZ,145667,"28""",,ORDERED AS SILKSCREEN,2021-12-07,,TX
TIME WARNER BUSINESS CLASS,HRZ,S11181,"36""",,ORDERED AS SILKSCREEN,2011-12-01,,TX
TIC POWERED BY PEOPLE,HRZ,S13688,,,ORDERED AS SILKSCREEN,2013-08-07,,TX
TERRACON LAYOUT,HRZ,HO5517,"28""",,ORDERED AS SILKSCREEN replacement 05/21/34,2018-02-20,,TX
TURNER LAYOUT,HRZ,TS25502,"18""",,ORDERED AS SILKSCREEN,2018-04-24,,TX
TEXAS PARKING LOTS 830-816-2460,HRZ,TS26272,"18"" & 28""",,TWO SCREENS- ONE FOR EACH SIZE,2018-06-27,,TX
THE PINNACLE LAYOUT,HRZ,S25200,,,ORDERED AS SILKSCREEN,,,TX
T TERRCAON,HRZ,149664,"18""",,ORDERED AS SILKSCREEN,2022-05-27,,TX
T TERRCAON,HRZ,149664,"28""",,ORDERED AS SILKSCREEN,2022-05-27,,TX
TSS,HRZ,149032,"36""",,ORDERED AS SILKSCREEN,2022-06-15,,TX
TCS,HRZ,152682,"28"" SLIM",,ORDERED AS SILKSCREEN,2022-08-29,,TX
TRAFFIC,HRZ,153318,"28"" 5LBS",,,2022-09-22,,TX
T.O.B. PUBLIC WORKS,HRZ,153109,"36""",3 LINE,,2022-09-29,,TX
TDOT,HRZ,154001,"18""",,,2022-10-20,,TX
TDOT,HRZ,154001,"36""",,,2022-10-20,,TX
TBPC,VER,154381,"36""",,,2022-11-04,,TX
TRAFFICO,HRZ,154381,"36""",,Converted to silk screen 06/01/23,2022-11-04,,TX
TEAM FISHEL,HRZ,155710,"28""",2 LINE,ORDERED AS SILKSCREEN,2023-01-09,,TX
TMI,HRZ,155705,"28""",,ORDERED AS SILKSCREEN,2023-01-09,,TX
TRANSCORE D6,HRZ,155964,"36""",2 LINE,,2023-01-18,,TX
T&T PIPELINE,HRZ,156208,"36""",2 LINE,,2023-01-30,,TX
TREES BY JAKE logo TREE WORK,HRZ,157038,"28""",3 LINE,,2023-03-01,,TX
TECH2,VER,158138,D-Top,,,2023-04-04,,TX
TECH2,HRZ,158138,"18""",,,2023-04-04,,TX
TANDEM PAVING,VER,158349,"28"" NO COLLAR",,,2023-04-10,,TX
TEXAS HIGHWAY SYSTEMS logo,HRZ,159792,"28"" SLIM",,,2023-05-22,,TX
TRAFFICO,HRZ,160118,"36""",,ORDERED AS SILKSCREEN request by Victor,2023-06-01,,TX
T-CORE,HRZ,160288,"36""",,ORDERED AS SILKSCREEN,2023-06-13,,TX
The Car Wash logo,HRZ,163038,"28""",,,2023-08-30,,TX
The Masters Seminary logo,HRZ,164060,"28""",,ORDERED AS SILKSCREEN,2023-10-03,,TX
TABELLAS,VER,164844,"36""",,ORDERED AS SILKSCREEN,2023-10-31,,TX
TCD,HRZ,165226,"36""",,,2023-11-10,,TX
TREES BY JAKE logo FOR TRAING ONLY,HRZ,165752,"28""",3 LINE,,2023-12-05,,TX
TREES BY JAKE logo DANGER ZONE DO NOT ENTER,HRZ,165752,"28""",4 LINE,,2023-12-05,,TX
Traffic dept,HRZ,166290,"28"" SLIM",2 LINE,Per warehouse manager stencil no silk screen,2024-01-03,,TX
THE HOME GALLERY ( letters + logo),HRZ,166539,"28""",,,2024-01-09,,TX
"THE HOME GALLERY "" O "" logo",HRZ,166539,"28""",,,2024-01-09,,TX
TONY'S TOWING INC.,HRZ,166825,"28""",3 LINE,OES Font,2024-01-19,,TX
TSS,HRZ,167066,"36""",,OES Font,2024-01-29,,TX
TILSON,HRZ,167413,"28""",,ORDERED AS SILKSCREEN,2024-02-08,,TX
TROPHY CLUB MUNICIPAL UTILITY DISTRICT,HRZ,167486,"18""",,ORDERED AS SILKSCREEN,2024-02-12,,TX
TCOR,HRZ,167711,"36""",,,2024-02-19,,TX
TEXAN PAVING 512-696-4896,HRZ,168485,"28""",3 LINE,OES Font,2024-03-12,,TX
TXR,HRZ,169593,"18""",,OES font,2024-04-15,,TX
TXR,HRZ,169593,"28""",,OES font,2024-04-15,,TX
TX AUTO GROUP,HRZ,170061,"28""",,ORDERED AS SILKSCREEN,2024-04-29,,TX
TRAFFIC CONTROL,HRZ,170308,"28""",2 LINE,ORDERED AS SILKSCREEN,2024-05-06,,TX
the greenery inc logo,HRZ,171638,"36""",,ORDERED AS SILKSCREEN,2024-06-14,,TX
TM TELECOM,HRZ,171647,"36""",2 LINE,ORDERED AS SILKSCREEN,2024-06-17,,TX
TPW 100,HRZ,172956,"28"" SLIM",2 LINE,,2024-07-30,,TX
TILSON On a Mission,HRZ,173047,"28""",2 LINE,,2024-08-02,,TX
TPW SW-03,HRZ,173534,"28"" SLIM",,,2024-08-13,,TX
"THE HAVEN 13690 EAST SUNRISE LAKE DRIVE DESOTO, MO 63020",HRZ,174982,"28""",4 LINE,OES font,2024-09-25,,TX
TALLAPOOSA COUNTY,HRZ,175634,"36""",2 LINE,ORDERED AS SILKSCREEN OES font,2024-10-15,,TX
TELSLA LOGO,HRZ,176953,"18""",,LOGO ONLY NO TEXT ordered as silk screen,2025-11-24,,TX
TXR,VER,178551,A-TOP,,OES font,2025-02-04,,TX
TXR,HRZ,178551,"28""",,OES font redesigned to match A-Top stencil,2025-02-04,,TX
TXR,HRZ,178551,"18""",,OES font redesigned to match A-Top stencil,2025-02-04,,TX
TWL,HRZ,179560,"28""",,ORDERED AS SILKSCREEN,2025-03-05,,TX
TRAMMELL CROW CENTER logo,HRZ,180712,"28""",,ORDERED AS SILKSCREEN,2025-04-03,,TX
TRAFFIC,HRZ,181586,"28"" SLIM",,ORDERED AS SILKSCREEN,2025-04-25,,TX
TCL,VER,182415,A-TOP,,OES font,2025-05-19,,TX
TCD,HRZ,400026,"28"" SLIM",,,2025-06-18,,TX
THE ASPEN UTILITY COMPANY,HRZ,400414,"28""",,ORDERED AS A SILK SCREEN,2025-08-11,,TX
TMI logo 800-763-3999,HRZ,400438,DRUM,2 LINE,Also in Ca warehouse,2025-08-13,,TX
TAC,VER,400493,"28""",,,2025-09-19,,TX
USSA SECURITY,HRZ,,,,,,,TX
UTILITIES & CORR,HRZ,,,,,,,TX
ULCS,VER,,,,,,,TX
UNIVERSAL PEGASU INTERNATIONAL SAFETY FIRST,HRZ,S8383,"18""",3-LINE,,,,TX
U S M,HRZ,S12968,,,,2013-03-19,,TX
UWA POLICE,VER,S13851,,,,2013-09-06,,TX
UWPDA,HRZ,S14997,,,,2014-04-23,,TX
UTILITY,HRZ,S16753,"18""",,,2015-03-05,,TX
USTA PD,HRZ,S18144,,,,2015-10-20,,TX
UTEP BM SHOP,HRZ,S18584,"18""",2-LINE,,2016-01-20,,TX
UNTPD,VER,S19242,"18"" & 28""",,,2016-05-03,,TX
UTSA PD,HRZ,S20535,"12""",,,2016-11-02,,TX
UTILITIES,HRZ,S21220,"28""",,,2017-02-09,,TX
UNITED RENTALS,HRZ,S24116,"28""",2-LINE,,2017-12-11,,TX
UNITED,VER,S24268,,,TRANSFER FROM TX,2018-01-04,,TX
US SILICA,VER,S24857,D-TOP,,,2018-03-01,,TX
UTD GROUNDS,HRZ,S25659,"28""",2-LINE,SLIM CONE,2018-05-07,,TX
UWAPD,HRZ,102571,"28""",,,2018-09-04,,TX
UTZ,HRZ,102678,"28""",,,2018-09-06,,TX
ULM POLICE,VER,103665,"28""",,,2018-10-03,,TX
UNITED RENTALS,HRZ,109327,"36""",2 LINE,,2019-03-26,,TX
UCD,VER,109843,"18""",,,2019-04-05,,TX
UTX,HRZ,109846,"28""",,,2019-04-05,,TX
UNITED,VER,116425,,,,2019-09-17,,TX
UPTON COUNTY,HRZ,119469,"28""",2 LINE,,2019-12-05,,TX
ULS,HRZ,125522,"28""",,TRANSFER,2020-06-03,,TX
UTILITY DEPT,HRZ,126467,"28""",2 LINE,,2020-06-19,,TX
UTA PD,HRZ,132198,"18""",2 LINE,,2020-11-17,,TX
ULM FLOWER MOUND,HRZ,143738,"28""",3 LINE,ORDERED AS SILKSCREEN,2021-10-05,,TX
UNDER POWER CORP. LOGO,,139474,"36""",,ORDERED AS SILKSCREEN,2021-05-28,,TX
URETEK,,S16127,,,ORDERED AS SILKSCREEN,2014-10-31,,TX
US TRAFFIC CONTROL LOGO,,134015,"28""",,ORDERED AS SILKSCREEN,2021-01-19,,TX
UNIFI,HRZ,152982,"36""",,Transferred from Nj,2022-09-06,,TX
U.F.I.,HRZ,152990,"36""",,Transferred from Nj AS A SILK SCREEN,2022-09-09,,TX
UNO POLICE,HRZ,154720,"28""",2 LINE,,2022-11-16,,TX
USI INDUTRIAL SERVICES logo,HRZ,156199,"18""",,,2023-01-27,,TX
UTPD,HRZ,156739,"28""",,ORDERED AS SILKSCREEN,2023-02-16,,TX
UTILITIES,HRZ,157411,"28""",,Stencil to go with DUNCANVILLE Silk Screen,2023-03-11,,TX
USI INDUTRIAL SERVICES logo,HRZ,156199,"18""",,,2023-01-27,,TX
UNIVERSITY OF NORTH GEORGIA POLICE badge logo,HRZ,160094,"28""",,,2023-06-01,,TX
UGPD,VER,161718,"28""",,,2023-07-21,,TX
UTILITIES,VER,165568,"36""",,,2023-11-28,,TX
UTPD,HRZ,182768,"28"" SLIM",,,2025-05-29,,TX
UNIVERSITY PARK TRAFFIC,HRZ,400005,"28""",,ORDERED AS SILKSCREEN OES font,2025-06-16,,TX
UNITED,VER,400399,A-TOP,,OES font,2025-08-08,,TX
VALET ONLY,VER,S15222,"28""",2-LINE,,,,TX
VALET,VER,S24892,"28""",,,2018-03-06,,TX
VALET,VER,S25263,"18""",,,2018-04-05,,TX
VPSD,HRZ,106162,"36""",,TRANSFER FROM NJ TO TX,2018-12-19,,TX
VALET,VER,106641,"28""",,,2019-01-10,,TX
VIS,HRZ,108556,"36""",,CONVERTED TO SILKSCREEN 3/20/20 123140,2019-03-06,,TX
VALET,VER,118183,ATP-W+3M,,,2019-10-29,,TX
VOT UTILITIES,VER,123251,"36""",,,2020-03-24,,TX
VCBS,HRZ,129482,"18""",,,2020-09-01,,TX
VCFP,VER,132888,"36""",,ORDERED AS SILKSCREEN,2020-12-07,,TX
VOT PUBLIC WORKS,VER,134012,"36""",3 LINE,,2021-01-18,,TX
VOL STATE POLICE,HRZ,136297,"28""",3 LINE,,2021-03-16,,TX
VALET,VER,147291,"28""",,,2022-02-11,,TX
VALCOURT LAYOUT,HRZ,S24000,"28""",,ORDERED AS SILKSCREEN,2017-11-29,,TX
VALLEY CREEK CHURCH LOGO,,112606,"18""",,ORDERED AS SILKSCREEN,2019-06-12,,TX
VISIONLANDSCAPES LOGO,,134361,"36""",,ORDERED AS SILKSCREEN,2021-01-26,,TX
VALERO TERMINAL,HRZ,148302,"36""",2 LINE,ORDERED AS SILKSCREEN,2022-03-23,,TX
VALCOURT JOBS WATERPROOFING AND RESTORATION,VER,152476,"36""",,,2022-08-19,,TX
VILLAGE OF TEQUESTA,HRZ,153940,"36""",3 LINE,ORDERED AS SILKSCREEN,2022-10-19,,TX
VALLEY CREEK CHURCH logo,HRZ,156497,"28""",,,2023-02-08,,TX
VISIONLANDSCAPES logo,HRZ,158189,"18""",,,2023-04-05,,TX
VFD,HRZ,158616,"28""",,ORDERED AS SILKSCREEN,2023-04-18,,TX
VYVE,HRZ,163020,"28""",,TRANSFERED FROM CA INVENTORY,2023-08-30,,TX
VASSAR COLLEGE,HRZ,165393,"28""",,,2023-11-16,,TX
VALET,HRZ,168167,"28""",,OES font,2024-03-05,,TX
VFD,VER,170135,"36""",,,2024-04-30,,TX
VERVE CITY CHURCH logo,HRZ,173399,"28""",,,2024-08-12,,TX
VEW,HRZ,173934,"28""",,ORDERED AS SILKSCREEN OES font,2024-08-26,,TX
VALET,VER,175907,A-Top,,OES font transfer from Ca to TX,2024-10-23,,TX
VS,HRZ,178141,"36""",,ORDERED AS SILKSCREEN,2025-01-19,,TX
VENUSE,,179648,"28""",,OES font,2025-03-07,,TX
,,,,,,\,,TX
WPD,HRZ,,,,,,,TX
WVFD,HRZ,,,,,,,TX
WET FLOOR,HRZ,,,,,,,TX
WET FLOOR,VER,,,,,,,TX
WET PAINT,VER,,,,,,,TX
WET PAINT,VER,,"18""",,,,,TX
WATER DEPT,HRZ,S8030,,,,,,TX
WTR DIST,HRZ,S8549,,,,,,TX
W & S,VER,S8939,,,,,,TX
WRIGHT TREE,VER,S11854,,,,,,TX
WW POLICE,VER,S12466,"18""",,,2012-11-06,,TX
WW POLICE,VER,S12466,"28""",,,2012-11-06,,TX
WET PAIN,HRZ,S12898,,,,2013-03-11,,TX
WASHINGTON COUNTY ROAD DEPARTMENT,HRZ,S13480,,3-LINE,,2013-06-21,,TX
WET PAINT H.S.I. 402-457-6810,HRZ,S13629,,3-LINE,,2013-07-29,,TX
WAMEGO POLICE,HRZ,S16107,,2-LINE,,2014-10-29,,TX
WATER UTILITES,HRZ,S16167,,2-LINE,,2014-11-06,,TX
WILLOW PARK PUBLIC WORKS,HRZ,S16861,"28""",3-LINE,,2015-03-26,,TX
WRM,HRZ,S18441,"28""",,,2015-12-22,,TX
WATER (CELINA),HRZ,TS18517,,,USED W/SILKSCREEN,2016-01-26,,TX
WASTEWATER (CELINA),HRZ,TS18517,,,USED W/SILKSCREEN,2016-01-26,,TX
WPD,VER,S18780,"36""",,,2016-02-23,,TX
WFD,HRZ,S20362,"28""",,,2016-10-07,,TX
WCRB,HRZ,S20442,"28""",,,2016-10-20,,TX
WS CORP,HRZ,S21148,"28""",,,2017-02-01,,TX
WF TRAFFIC,HRZ,S22619,"28""",2-LINE,,2017-07-21,,TX
