stencil,orientation,invoice_number,cone_size,number_of_lines,misc_info,date_of_inventory,silkscreen,warehouse
HOME SERVICE PLUS,HRZ,N8372,,2-LINE,,,,NJ
HO CO UTILITIES,HRZ,N9135-1,,3-LINE,,,,NJ
HTDPW,HRZ,N9924,,,"2"" LETTERS",,,NJ
H C E M S,HRZ,N10841,,,,2010-07-08,,NJ
H&K,HRZ,N11082,,,,2010-08-02,,NJ
H&M,HRZ,N11164,,,CONVERTED TO SILKSCREEN 10/22/19 117778,2010-08-10,,NJ
HIGHWAY TECHNOLOGIES,HRZ,N11340,,,,2010-08-25,,NJ
H S D,HRZ,N11839,,,"2"" LETTERS",2010-10-14,,NJ
HTUMA,VER,N12413,,,,2010-12-20,,NJ
HAZLET POLICE,HRZ,N13510,,2-LINE,,2011-04-18,,NJ
HIALEAH-PD,HRZ,N14154,,,,2011-06-10,,NJ
HURLEY,HRZ,N14849,,,"2"" LETTERS-SLIM CONE",2011-08-30,,NJ
HCRD,HRZ,N15092,,,,2011-09-20,,NJ
HILLSIDE DPW,HRZ,N15219,,2-LINE,,2011-09-30,,NJ
HARTZ MOUNTAIN INC.,HRZ,N15265,,2-LINE,,2011-10-05,,NJ
H C W A,HRZ,N15876,,,,2011-12-15,,NJ
HOTEL GSTS PARKING ONLY,HRZ,N16091,"28""",3-LINE,,2012-01-24,,NJ
HPW,HRZ,N16675,,,,2012-03-22,,NJ
HO CO HWYS DAYTON,HRZ,N16879,"36""",2-LINE,,1942-04-10,,NJ
HYATTSVILLE  D.P.W.,HRZ,N17802,,2-LINE,,2012-06-29,,NJ
HCPD ND,HRZ,N17984,,2-LINE,,2012-07-23,,NJ
HCPD TES,HRZ,N18114,,2-LINE,CONVERTED TO SILKSCREEN 4/29/20 124444,2012-08-03,,NJ
HERO,HRZ,N19196,,,,2012-11-15,,NJ
HCPD SD,HRZ,N19415,,2-LINE,,2012-12-17,,NJ
HHDPW,HRZ,N20648,,,,2013-04-18,,NJ
HHPD,HRZ,N20648,,,,,,NJ
HAVELOCK PS,HRZ,N21091,,2-LINE,,2013-05-17,,NJ
HUGH OKANE,HRZ,N21179,,2-LINE,,2013-06-05,,NJ
HO.CO. METERS,HRZ,N21431,,2-LINE,,2013-06-13,,NJ
HORSHAM TWP,HRZ,N21728,,2-LINE,,2013-07-12,,NJ
HVFD,HRZ,N21880,,,,2013-07-24,,NJ
H R C D,HRZ,N21942,,,,2013-07-30,,NJ
HCA,HRZ,N22693,,,,2013-10-02,,NJ
HPW,VER,N23128,,,,2013-11-06,,NJ
HUPD,HRZ,N23398,,,,2013-12-06,,NJ
H C W D # 1,VER,N24396,,,,2014-03-18,,NJ
HOPE CHURCH,HRZ,N24729,"28""",2-LINE,,2014-04-08,,NJ
HIGHLAND COUNTY TRAFFIC OPERATIONS,HRZ,N25230,,,,2014-05-07,,NJ
HIGHLAND COUNTY,HRZ,N25518,"36""",2-LINE,,2014-06-10,,NJ
H&S,HRZ,N26368,,,,2014-08-04,,NJ
HECO,VER,N27198,,,,2014-10-08,,NJ
HTMUA,VER,N27311,,,,2014-10-17,,NJ
HTOEM,VER,N27424,,,,2014-10-29,,NJ
HEARD COUNTY WATER AUTH.,HRZ,N27628,,4-LINE,,2014-11-14,,NJ
HANOVER REC,VER,N27811,,,,2014-12-08,,NJ
HIGGINS,VER,N28447,,,,2015-02-13,,NJ
HAGAR,HRZ,N29473,,,,2015-04-24,,NJ
H.E.R.,HRZ,N30552,"28""",2-LINE,,2015-06-30,,NJ
HOWARD CO HWYS DAYTON,HRZ,N31230,,3-LINE,,2015-08-14,,NJ
HOWARD CO HWYS COOKSVILLE,HRZ,N31230,,3-LINE,,2015-08-14,,NJ
HOWARD CO HWYS MAYFIELD,HRZ,N31230,,3-LINE,,2015-08-14,,NJ
HAFER EQUIPMENT 610-376-9738,HRZ,N31583,,3-LINE,,2015-09-04,,NJ
HECKER,HRZ,,,,,2015-09-05,,NJ
HPD,VER,N31964,,,,2015-09-30,,NJ
HHKPD,HRZ,N32380,,,,2015-11-02,,NJ
HP,HRZ,N32588,,,,2015-11-13,,NJ
HESSE,VER,N32628,"28""",,,2015-11-18,,NJ
H P D,HRZ,N32868,"28""",,,2015-12-08,,NJ
HCSO,VER,N33243,"18""",,,2016-01-18,,NJ
HTMUA,VER,N33674,"28""",,,2016-02-24,,NJ
HOOVER WELLS,HRZ,N33999,"36""",2-LINE,,2016-03-23,,NJ
HG&E,HRZ,N35058,"28""",,,2016-05-18,,NJ
HATBOROW DPW,HRZ,N37223,"28""",,"""STREETS OF BETHLEM"" W/ THIS STENCIL",2016-10-11,,NJ
HUBBARD,VER,N38621,"36""",,,2017-02-03,,NJ
H S I,HRZ,N39546,"28""",,"SLIM CONE 3"" LETTERS",2017-04-05,,NJ
HPD MAINT,HRZ,N39876,"18""",2-LINE,,2017-04-26,,NJ
HORSHAM PWD,VER,N40294,"28""",2-LINE,,2017-05-19,,NJ
HD SEALCOATING,HRZ,N40951,"18""",2-LINE,,2017-06-28,,NJ
HYDRA TECH,HRZ,N41574,"28""",2-LINE,,2017-08-04,,NJ
HYDRO,HRZ,N41879,"28""",,,2017-08-21,,NJ
HTPW,VER,N43022,"28""",,,2017-11-06,,NJ
HOLMDEL DPW,HRZ,N43382,"28""",2-LINE,,2017-11-06,,NJ
HOWELLS PD,HRZ,N43916,"28""",2-LINE,,2017-12-11,,NJ
HPW,HRZ,N44807,"28""",,,2018-02-15,,NJ
HEMPFIELD TOWNSHIP,HRZ,N44808,"28""",2-LINE,,2018-02-20,,NJ
HITT CONTRACTING INC,HRZ,N44855,"36""",3-LINE,,2018-02-21,,NJ
HDG DPW,HRZ,N45217,"28""",,,2018-03-22,,NJ
HAYWARD BAKER OPEN HOLE,HRZ,N45960,"36""",2-LINE,,2018-04-23,,NJ
HANCO,VER,N46033,"28""",,,2018-04-30,,NJ
HGED,HRZ,N46211,"28""",,,2018-05-02,,NJ
HWY. STREETS DEPT.,HRZ,N46573,"28""",3-LINE,CONVERTED TO SILKSCREEN 2/13/20 121598,2018-05-24,,NJ
HWEA,HRZ,103400,"28""",,,2018-09-26,,NJ
HDPW,HRZ,105099,"12""",,,119/13,,NJ
HOLMES-WAYNE ELEC,HRZ,106438,"28""",2 LINE,,2019-01-04,,NJ
HPD,HRZ,106800,"28""",,,2019-01-16,,NJ
HAZLETT TREE SERVICE,HRZ,108284,"28""",3 LINE,,2019-02-27,,NJ
HT DPW,HRZ,109230,"28""",2 LINE,,2019-03-22,,NJ
HT PD,HRZ,109230,"18""",2 LINE,,2019-03-22,,NJ
H.C.H.D,VER,109401,"18""",,,2019-03-27,,NJ
HO CO TC,HRZ,110020,"28""",3 LINE,CONVERTED TO SILKSCREEN 11/7/19 118543,2019-04-16,,NJ
HOLMDEL TWP. POLICE,HRZ,114330,"28""",3 LINE,,2019-07-29,,NJ
HFPD,HRZ,114999,"28""",,ORDERED AS SILKSCREEN,2019-08-13,,NJ
HCPD D1,HRZ,117419,"28""",2 LINE,CONVERTED TO SILKSCREEN 4/29/20 124444,2019-10-10,,NJ
HCPD D2,HRZ,117419,"28""",2 LINE,CONVERTED TO SILKSCREEN 4/29/20 124444,2019-10-10,,NJ
HTD,HRZ,117534,"28""",,,2019-10-14,,NJ
HGED,HRZ,122550,"28""",,,2020-03-06,,NJ
H T E,HRZ,122363,"28""",,ORDERED AS SILKSCREEN,2020-03-03,,NJ
HHRRF,HRZ,123817,28',,,2020-04-09,,NJ
HBP,VER,124445,"12""",,,2020-04-29,,NJ
HAZLETT TREE SERVICE,HRZ,125198,"28""",2 LINE,,2020-05-20,,NJ
HANCO,HRZ,125149,"28""",,ORDERED AS SILKSCREEN,2020-05-20,,NJ
H E P W,HRZ,125363,"28""",,,2020-06-01,,NJ
HAGAR,HRZ,127499,"28"" SLIM",,,2020-07-17,,NJ
HTPD,HRZ,133347,"28""",,,2020-12-22,,NJ
HAMDEN POLICE DEPARTMENT,HRZ,133714,"28""",3 LINE,ORDERED AS SILKSCREEN,2021-01-08,,NJ
HAZLETT TREE SERVICE,HRZ,134187,"28""",3 LINE,,2021-01-21,,NJ
HD,HRZ,134226,"18""",,,2021-01-22,,NJ
HCSO,VER,135665,"18""-28""-36""",,1 STENCIL TO FIT ALL 3 CONE SIZES,2021-03-01,,NJ
HOLYOKE DPW,HRZ,136776,"28""",2 LINE,,2021-03-26,,NJ
HDB,HRZ,138108,"28"" SLIM",,,2021-04-22,,NJ
HTRD,HRZ,138525,"28""",,,2021-05-03,,NJ
HCPD,HRZ,140860,"28""",,,2021-07-02,,NJ
HYATTSVILLE DPW,HRZ,140881,"36""",,,2021-07-02,,NJ
HAZELETT TREE SERVICE,HRZ,143400,"28""",3 LINE,,2021-09-22,,NJ
HTPW,HRZ,143543,"28""",,,2021-09-24,,NJ
HCPD,HRZ,143924,"28""",,,2021-10-07,,NJ
HENRY COUNTY,HRZ,134237,"36""",,Replaced old wood frame screen,2022-02-16,,NJ
HOODZ,HRZ,135457,"28""",,Replaced old wood frame screen,2022-03-02,,NJ
HD SEALCOAT,HRZ,149474,"18""",,,2022-04-28,,NJ
HOLMES-WAYNE ELECT,HRZ,149566,"28"" SLIM",,2ND REQUEST C/S,2022-05-03,,NJ
HADLEY DPW,HRZ,151160,"28""",,,2022-06-28,,NJ
HNS,VER,154066,"28""",,,2022-10-21,,NJ
HBC,VER,154079,"28""",,,2022-10-24,,NJ
HUNTINGBURG WASTEWATER,HRZ,159032,"28""",,,2023-05-01,,NJ
HPWD,HRZ,159588,"28""",,,2023-05-17,,NJ
HERMES,VER,162480,A-Top,,,2023-08-15,,NJ
HC PARKING,VER,163990,A-Top,,,2023-09-28,,NJ
HCPSA,VER,164332,"36""",,,2023-10-11,,NJ
HSD,HRZ,165743,"28""",,ORDERED AS SILKSCREEN,2023-12-05,,NJ
HOERR,HRZ,167554,"28""",,ORDERED AS SILKSCREEN,2024-02-14,,NJ
HYPER NETWORKS,HRZ,169850,"36""",,ORDERED AS SILKSCREEN,2024-04-22,,NJ
HOBOKEN POLICE,HRZ,171780,"28""",,ORDERED AS SILKSCREEN,2024-06-18,,NJ
HARDMAN CONSTRUCYION,VER,172168,A-Top,,OES font,2024-07-01,,NJ
HANDICAP (SYMBOL),HRZ,173737,"28""",,,2024-08-22,,NJ
HTRD,HRZ,173737,"28"" SLIM",,,2024-08-22,,NJ
HYPOWER,VER,174997,A-Top,,OES font,2024-09-25,,NJ
HHCDL.COM,HRZ,175198,"28""",,,2024-10-01,,NJ
HIVELY,HRZ,179296,"18""",,OES font,2025-02-26,,NJ
HPD,HRZ,179701,"28""",,"Per customer 3"" letters Ordered as a silk screen",03/10/252,,NJ
HPC FOODSERVICE,HRZ,181418,"18""",,OES font,2025-04-22,,NJ
HAFER EQUIPMENT 610-376-9738,HRZ,183101,"28""",,ORDERED AS SILKSCREEN OES font,2025-06-09,,NJ
HEMPFIELD FIRE DEPT,HRZ,600147,"36""",,OES font,2025-06-27,,NJ
HANCOCK COUNTY,HRZ,600449,"28""",,,2025-07-22,,NJ
HBSP,VER,600779,"36""",,,2025-08-19,,NJ
I.D.P.W.,HRZ,,,,,,,NJ
INFORM,HRZ,,,,,,,NJ
IOPPD,VER,,,,,,,NJ
IACOBONI,VER,,,,,,,NJ
IACOBONSITE,HRZ,,,,,,,NJ
IFO-DPW,HRZ,N7375,"18""",,,,,NJ
IPD,HRZ,N7943,,,,,,NJ
I P D,HRZ,N9255,,,,,,NJ
INFORM,HRZ,N12380,,,,2010-12-10,,NJ
IMRT,VER,N12419,,,,2010-12-16,,NJ
INTREN,HRZ,N13175,,,CONVERTED TO SILKSCREEN 8/28/19 115655,2011-03-23,,NJ
iPi (stars),HRZ,N13661,,,,2011-05-02,,NJ
INTREN,HRZ,N15680,"28""",,"3"" LETTERS",2011-11-16,,NJ
ICR,HRZ,N17383,,,SLIM CONE,2012-05-23,,NJ
I M M,VER,N18755,,,,2012-10-01,,NJ
I R C,HRZ,N18929,,,TRANSFER FROM FL,2012-10-18,,NJ
IPL,HRZ,N20213,,,,2013-03-20,,NJ
I L H D,VER,N20509,,,,2013-04-08,,NJ
IPL,VER,N22895,,,,2013-10-17,,NJ
ITS,HRZ,N24151,,,,2014-02-27,,NJ
INNOVENT,VER,N24429,,,,2014-03-05,,NJ
IRR,VER,N30760,,,,2015-07-17,,NJ
INDIANA TREE SERVICES 3173721297,HRZ,N32734,"28""",4-LINE,,2015-11-30,,NJ
IVOIPWD,VER,N32825,"36""",,,2015-12-04,,NJ
IC REED,HRZ,N33979,"28""",,,2016-03-11,,NJ
IOW PUBLIC UTILITIES,HRZ,N24403,"36""",3-LINE,,2016-04-11,,NJ
IPD,HRZ,N35759,,,,2016-06-30,,NJ
IGCP,HRZ,N38340,"28""",,,2017-01-12,,NJ
I B ABEL,HRZ,N41292,"28""",,,2017-07-19,,NJ
iPARK,,N43853,"36""/ D-TOP",,,2017-12-07,,NJ
IPL,HRZ,N44854,"18""",,,2018-02-22,,NJ
INFRASOURCE OVERHEAD GROUP,HRZ,N45837,"28""",3-LINE,,2018-04-16,,NJ
ISDF,VER,N45978,"18""",,,2018-04-21,,NJ
IHSC PS,HRZ,101282,"28""",,,2018-08-03,,NJ
IMU ELECTRIC DEPARTMENT,HRZ,113647,"28""",3-LINE,,2019-07-11,,NJ
ILAW,HRZ,123239,"18""",,,2020-03-24,,NJ
IFRA STRUCTURE,HRZ,123672,,,,2020-04-07,,NJ
IPD,HRZ,129349,"36""",,ORDERED AS SILKCSREEN,2020-09-03,,NJ
ILAW,HRZ,154361,"28""",,,2022-11-03,,NJ
INTL FALLS PW,HRZ,160514,"28"" SLIM",,,2023-06-13,,NJ
ILAW 1-800-422-2782,HRZ,162826,"28"" SLIM",,Redeigned withh OES font 09/11/24,2023-08-25,,NJ
IAF,VER,172620,T TOP,,,2024-07-17,,NJ
ILAW 1-800-422-2782,HRZ,162826,"28""",,ORDERED AS SILKCSREEN OES font,2024-09-11,,NJ
IGH STREETS,HRZ,176068,"28"" SLIM",2 LINE,,2024-10-28,,NJ
IEW,HRZ,178548,"28""",,ORDERED AS SILKCSREEN,2025-02-04,,NJ
IUPD,HRZ,179057,"18""",,OES font,2025-02-19,,NJ
IUPD,HRZ,179057,"28"" & 36""",,OES font,2025-02-19,,NJ
JCPD,HRZ,,,,,,,NJ
JOB BRIEFING,VER,,,,,,,NJ
JWD,HRZ,,,,,,,NJ
JF KIELY,VER,178971,"28""",,Upgraded to svg file,,,NJ
JCSD,VER,,,,,,,NJ
JOE COOPER,VER,,,,,,,NJ
JCHD,VER,,,,,,,NJ
JTPD,,,,,,,,NJ
JBSP,HRZ,N9471,,,,,,NJ
JTV,VER,N10639,,,,2010-06-14,,NJ
JBSP,HRZ,N11061,,,,2010-07-29,,NJ
J C S,VER,N12978,,,"2.5"" LETTERS",2011-03-04,,NJ
JASPER,HRZ,N13630,,,,2011-05-05,,NJ
J&R ASPHALT,HRZ,N13902,,,,2011-05-23,,NJ
JCS,HRZ,N14187,,,"2"" LETTERS",2011-06-16,,NJ
JOHN R JURGENSEN CONST.,VER,N14987,,2-LINE,TRANSFER FROM TX,2011-09-13,,NJ
JB POLICE,HRZ,N16734,"18"" & 28""",2-LINE,,2012-03-27,,NJ
JHB HOLY POLICE,HRZ,N17147,,3-LINE,,2012-05-03,,NJ
"Jackson energy ""E""",HRZ,N18174,,,,2012-08-09,,NJ
JH LYNCH,HRZ,N18287,,,CONVERTED TO SILKSCREEN 3/24/20 123236,2012-08-21,,NJ
JAY BLUE,HRZ,N19177,,,,2012-11-14,,NJ
JCOEM,HRZ,N19825,,,,2013-02-07,,NJ
JOHN R. JURGENSEN CONT.,VER,N20600,,2-LINE,,2013-04-15,,NJ
JBD,VER,N20268,,,,2013-04-22,,NJ
JTDPW,HRZ,N21754,,,,2013-06-27,,NJ
JACKSON TWP,HRZ,N27694,,2-LINE,,2014-11-18,,NJ
JPS,HRZ,N29023,"28""",,,2015-03-30,,NJ
J RANCK,HRZ,N29303,"28""",,,2015-04-13,,NJ
JEM,VER,N29280,"28""",,,2015-04-13,,NJ
JAIDEN LANDSCAPING,HRZ,N30348,"28""",2-LINE,,2015-06-17,,NJ
J & R ASPHALT,HRZ,N30439,"28""",,,2015-06-23,,NJ
J RANCK,HRZ,N33673,"28""",,CONVERTED TO SILKSCREEN 12/6/19 119488,2016-02-24,,NJ
JEM PAVING,HRZ,N33911,"18""",,,2016-03-08,,NJ
JOB ENTRY LOCATION,HRZ,N35323,"28""",2-LINE,LIME CONE,2016-06-15,,NJ
JACKSON ENERGY LOGO,HRZ,N37474,"18""",,,2016-10-25,,NJ
JHB MARSHALS,HRZ,N38156,"28""",2-LINE,,2016-12-22,,NJ
JTV INC,VER,N38320,"36""",,,2017-01-12,,NJ
JACOBS,HRZ,N45937,"36""",,,2018-05-01,,NJ
JTMUA,VER,N46981,"28""",,,2018-06-18,,NJ
JTPD,HRZ,100244,"18""",,,2018-07-03,,NJ
JRV,HRZ,108307,"28""",,COVERTED TO SILKSCREEN,2019-02-27,,NJ
JR,HRZ,115730,"36""",,,2019-08-29,,NJ
JTPD,HRZ,118410,"28""",,,2019-11-04,,NJ
J.R. HAYNES,VER,122541,ATP-YG-3M,,,2020-03-09,,NJ
JOB BRIEFING,VER,123165,"28""",,ORDERED AS SILKSCREEN,2020-03-23,,NJ
J.S. RAE,HRZ,123192,"28""",,ORDERED AS SILKSCREEN,2020-03-23,,NJ
JENKINSON'S SOUTH,VER,125061,"36""",2 LINE,,2020-05-18,,NJ
JUST BARNS,HRZ,125753,"28""",,,2020-06-03,,NJ
JVH,HRZ,126081,"28""",,ORDERED AS SILKSCREEN,2020-06-15,,NJ
JBMDL POLICE,HRZ,132718,"36""",2 LINE,ORDERED AS SILKSCREEN,2020-12-02,,NJ
JJA,HRZ,133971,"28""",,ORDERED AS SILKSCREEN,2021-01-15,,NJ
JPOW,HRZ,134177,"28""",,SENT FIRST AS STENCIL/ ORDRED SILKSCREEN FOR FUTUR ORDERS,2021-01-21,,NJ
JUNIPER,HRZ,137324,"36""",,ORDERED AS SILKSCREEN,2021-04-06,,NJ
J&A,HRZ,137618,"36""",,,2021-04-14,,NJ
JP,HRZ,138352,"28""",,,2021-04-27,,NJ
J&A STRIPING LLC,HRZ,140965,"36""",3 LINE,,2021-07-07,,NJ
JERSEY PREMIER,HRZ,141989,"28""",2 LINE,,2021-08-09,,NJ
JTMUA,HRZ,142367,"28""",,,2021-08-19,,NJ
JC TRAFFIC CONTROL,HRZ,144321,"36""",3 LINE,ORDERED AS SILKSCREEN,2021-10-21,,NJ
JC CONSTRUCTION,HRZ,155431,"28""",2 LINE,,2022-12-21,,NJ
JDE,HRZ,156615,"28""",,Repalced due to damage So 180239 Po 156939,2023-02-10,,NJ
JEFFERSON REC,HRZ,157176,"28""",2 LINE,,2023-03-06,,NJ
JE DUNN,HRZ,159779,"36""",,ORDERED AS SILKSCREEN,2023-05-22,,NJ
JCTD,HRZ,163961,"18""",,,2023-09-27,,NJ
JPD,VER,164669,"18""",,,2023-10-23,,NJ
JFC,HRZ,170069,"28""",,ORDERED AS SILKSCREEN,2024-04-29,,NJ
JJD,HRZ,1722206,"28""",,ORDERED AS SILKSCREEN OES font,2024-07-02,,NJ
JCQ,HRZ,180418,"36""",,ORDERED AS SILKSCREEN OES font,2025-03-27,,NJ
J WHITE CONTARCTING,HRZ,182241,"36""",,ORDERED AS SILKSCREEN,2025-05-19,,NJ
JBPU,HRZ,600333,"28""",,OES font,2025-07-15,,NJ
KCWA,HRZ,155920,"28"" SLIM",,Remade,2023-01-17,,NJ
KPD,HRZ,,,,,,,NJ
KPD,HRZ,,,,,,,NJ
KUPD,HRZ,,,,,,,NJ
KLINE,HRZ,,,,,,,NJ
KIELY EQUIP CO,VER,,,,,,,NJ
KINSLEY,,,"28""",,CONVERTED TO SILSKCREEN 10/4/19 117232,,,NJ
KG 703-737-7371,HRZ,,,,,,,NJ
KBC,HRZ,N8045,,,"2"" LETTERS",,,NJ
KELLEY,VER,N9024,,,,,,NJ
KVR,HRZ,N10726,,,"2"" LETTERS",2010-06-22,,NJ
KLINE,VER,N13186,,,,2011-03-23,,NJ
K&K EXCAVATION,HRZ,N14228,,,SLIM CONE,2011-06-27,,NJ
KYA,VER,N18211,,,"2"" LETTERS",2012-08-16,,NJ
KIEWIT,HRZ,N20325,,,"2"" LETTERS",2013-03-25,,NJ
KTPS,HRZ,N24017,,,,2014-02-18,,NJ
KORU VILLAGE,HRZ,N25440,,,,2014-05-20,,NJ
KOFWB,HRZ,N28153,,,,2015-01-19,,NJ
KIEWIT,HRZ,N31492,"36""",,,2015-09-01,,NJ
KIEWIT,HRZ,N31492,"18""",,,2015-09-01,,NJ
KEY WEST PD,VER,N32623,"12"" & 28""",,,2015-11-18,,NJ
KENT PLACE SCHOOL,HRZ,N35649,"28""",2-LINE,,2016-07-07,,NJ
KPI,HRZ,N36559,"28""",,CONVERTED TO SILKSCREEN 9/25/19 116788,2016-08-25,,NJ
KEENAN EXC,HRZ,N36607,"28""",2-LINE,SLIM CONE,2016-08-29,,NJ
KAUKAUNA UTILITIES,HRZ,N36998,"28""",2-LINE,,2016-09-23,,NJ
KETCHAM FENCE,HRZ,N37758,"28""",2-LINE,,2016-11-23,,NJ
KEANSBURG DPW,HRZ,N37856,"28""",2-LINE,,2016-12-05,,NJ
KVA,HRZ,N39764,"28""",,,2017-04-19,,NJ
KUDLIC BROS INC,HRZ,N40741,"28""",2-LINE,,2017-06-15,,NJ
KOJV,HRZ,N40922,"36""",,,2017-06-27,,NJ
KFD,HRZ,N41344,"28""",,,2017-07-21,,NJ
KOEM,HRZ,N42870,"28""",,,2017-10-12,,NJ
KNOSSOS,HRZ,N43058,"36""",,,2017-10-20,,NJ
KIEWIT,VER,N45113,"36""",,TRANSFER FROM TX,2018-03-09,,NJ
KAPSCH,HRZ,108755,"28""",,CONVERTED TO SILKSCREEN,2019-03-12,,NJ
KARL STRAUSS,HRZ,108788,"28""",2 LINE,,2019-03-13,,NJ
KRC,HRZ,111672,"28""",,SLIM CONE,2019-05-17,,NJ
K P U,VER,114332,"28""",,,2019-07-29,,NJ
KRAVITS TREE,VER,114531,"28""",,,2019-08-01,,NJ
K ELECTRIC,HRZ,114581,"28""",,,2019-08-02,,NJ
KNOX CO.,HRZ,117597,"28""",,MADE AS SILKSCREEN,2019-10-22,,NJ
K-7 PARKING COMPANY,HRZ,118840,"28""",3 LINE,MADE AS SILKSCREEN,2019-11-15,,NJ
KPW,HRZ,120051,"28""",,,2020-01-02,,NJ
KUDOS,HRZ,126622,"28""",,,2020-06-23,,NJ
KWD,HRZ,126616,"36""",,,2020-06-23,,NJ
KEHOE,HRZ,133424,"28""",,ORDERED AS SILKSCREEN,2021-01-04,,NJ
KUDLIC BROS,HRZ,154097,"36""",,,2022-10-24,,NJ
"KEHOE TC ""DO NO USE""",HRZ,154178,"28""",,"ORDERED AS SILKSCREEN ""Do not use Customer ordered by mistake""",2022-10-27,,NJ
KEYPORT PUBLIC WORKS,HRZ,165689,"28"" SLIM",3 LINE,,2023-12-01,,NJ
KANE,VER,167317,"28""",,Rush order sent as stencil,2024-02-07,,NJ
KENT HWY,HRZ,169918,"28""",2 LINE,Requested by warehouse manager,2024-04-24,,NJ
KDPW,HRZ,174260,"28""",,ORDERED AS SILKSCREEN OES font,2024-09-04,,NJ
KTK,HRZ,175523,"28""",,OES font,2024-10-10,,NJ
KIELY CIVIL,HRZ,181240,"28""",2 LINE,,2025-04-17,,NJ
KEYPORT PUBLIC WORKS,HRZ,600160,"18"" WITH COLLAR",3 LINE,,2025-06-30,,NJ
LTDPW,HRZ,,,,,,,NJ
LA DWP,HRZ,,,,,,,NJ
LANW & GARDEN,HRZ,,,,,,,NJ
LBG ST DEPT,HRZ,,,,,,,NJ
LBH,HRZ,,,,,,,NJ
LBHD ENG,HRZ,,,,,,,NJ
LCDH 45,HRZ,,,,,,,NJ
LFD 35,HRZ,,,,,,,NJ
LHCPD,VER,,,,,,,NJ
LIFEGUARDS,HRZ,,,,,,,NJ
LIV DPW,HRZ,,,,REMADE AND ORDERED AS SILKSCREEN 125809 6/4/20,,,NJ
LODI DPW,HRZ,,,,,,,NJ
LODI PD,HRZ,,,,,,,NJ
LSP,HRZ,,,,,,,NJ
LTS,VER,,,,,,,NJ
LWD,VER,,,,,,,NJ
LFDPW,HRZ,,,,FROM TRAFFIC SAFETY EQUIPMENT,,,NJ
LAMP LIGHTERS,VER,,,,,,,NJ
LACLEDE GAS CO.,VER,,,,,,,NJ
LPD,VER,N29177-2,,,REDESIGNED 04/30/15,,,NJ
LSC BMW CCA,VER,,,,,,,NJ
LYNCH,HRZ,,,,,,,NJ
LTDPW,HRZ,,,,,,,NJ
LCRD,HRZ,,,,,,,NJ
LAWRENCE LYNCH,HRZ,,,,,,,NJ
LMC BARRICADE,HRZ,,,,,,,NJ
LAF FIRE DEPT,HRZ,,,,,,,NJ
LBC-NYS,HRZ,,,,,,,NJ
LDA,HRZ,,,,,,,NJ
L.B.P.D.,HRZ,N8222,,,,,,NJ
LANE,VER,N8472,,,,,,NJ
LB SIGN SHOP,HRZ,N8908,,3-LINE,,,,NJ
L C S,VER,N12482,,,,2010-12-29,,NJ
"LONGCHAMPS & SONS, INC",HRZ,N13214,,3-LINE,,2011-03-24,,NJ
L.U. GROUNDS,HRZ,N14520,,2-LINE,,2011-07-21,,NJ
LEWISVILLE FIRE DEPT.,HRZ,N14550,,2-LINE,,2011-07-26,,NJ
LINE LOCATING IN PROGRESS,HRZ,N14714,,4-LINE,,2011-08-19,,NJ
7-4 LEWIS,HRZ,N15406,,2-LINE,"3"" LETTERS",2011-10-18,,NJ
LCFD 864-895-1212,HRZ,N16118,,2-LINE,"4"" & 2"" LETTERS",1/252/12,,NJ
LBOE,HRZ,N18048,,,,2012-07-30,,NJ
LTDPW,HRZ,N19298,,,,2012-11-30,,NJ
LFPD,HRZ,N20019,,,,2013-02-27,,NJ
LANE,HRZ,N20229,,,,2013-03-20,,NJ
LC,HRZ,N22036,,,,2013-08-08,,NJ
LP MURRAY,HRZ,N22169,,2-LINE,,2013-08-15,,NJ
LVHN SECURITY,VER,N22242,,2-LINE,,2013-08-22,,NJ
LVHN SEC,VER,N22242,,,,2013-08-26,,NJ
LACEY MUA,HRZ,N22754,,,,2013-10-04,,NJ
LTPD,HRZ,N23432,,,Converted to silk screen Nj SO# 600550,2013-12-10,,NJ
LARGO S/D,HRZ,N23565,,,,2013-01-06,,NJ
LPWD,VER,N23718,,,,2014-01-16,,NJ
LPWW 334,VER,N24195,,,,2014-03-03,,NJ
LPWW 211,VER,N24195,,,,2014-03-03,,NJ
LPWW 350,VER,N24195,,,,2014-03-03,,NJ
LPWST 379,VER,N24165,,,,2014-03-03,,NJ
LIVENGOOD EXC.,VER,N24722,"28""",,,2014-04-07,,NJ
LPD TRAFFIC,HRZ,N25017,,,,4/25/114,,NJ
LMT,HRZ,N25245,,,,2014-05-07,,NJ
LPSI,HRZ,N25281,,,,2014-05-09,,NJ
L16/FSC,HRZ,N25788,,,,2014-06-13,,NJ
LANDSCAPE,VER,N26355,,,,2014-08-01,,NJ
LPWW 343,VER,N27547,,2-LINE,,2014-11-07,,NJ
LESSLIE FIRE DEPT,HRZ,N27883,,2-LINE,,2014-12-11,,NJ
LFPD OEM,HRZ,N27938,,2-LINE,,2014-12-17,,NJ
LIGON,HRZ,N28082,,,,2015-01-22,,NJ
LPD,HRZ,N28269,"18"" & 28""",,,2015-02-11,,NJ
L.C.A.,HRZ,N28881,"36""",,,2015-03-18,,NJ
LACEY DPW,HRZ,N31627,"28""",2-LINE,,2015-09-09,,NJ
